isogroup	scaffold	start	end	annotation	lg	cM
isogroup=14948	c1938765	97642	99020	FOG: Armadillo/beta-catenin-like repeats	5	480.252
isogroup=32224	c1701407	101361	101173	NA	11	1103.018
isogroup=37617	c1079751	148953	148557	NA	12	1156.193
isogroup=32220	c1251503	286943	287442	NA	11	1023.313
isogroup=32221	c1217446	87400	87800	NA	1	45.128
isogroup=32222	c2064951	55653	55173	NA	13	1288.19
isogroup=32223	c2157203	75342	75842	NA	1	25.734
isogroup=32229	c1688191	310176	309923	NA	14	1356.813
isogroup=37619	c1703633	455513	455117	NA	7	669.013
isogroup=31757	c381670	17078	16609	NA	4	377.174
isogroup=31751	c2289075	63007	63507	NA	3	241.914
isogroup=31750	c2258321	343859	344363	NA	5	528.68
isogroup=31753	c1321846	375301	375677	NA	8	804.906
isogroup=28680	c1145365	303796	304066	Ca2+-modulated nonselective cation channel polycystin ; polycystin 1L2 E=8e-45	13	1226.703
isogroup=28683	c1879802	438987	439351	Predicted pilin-like transcription factor ; peptide-methionine (R)-S-oxide reductase [EC:1.8.4.12] E=4e-09	2	136.79
isogroup=28682	c1591897	47861	48439	NA	9	872.38
isogroup=28684	c1502011	66971	67570	NA	9	877.155
isogroup=28687	c2336561	61613	62008	NA	7	668.919
isogroup=39500	c495563	298232	298599	NA	10	919.45
isogroup=39501	c1932090	4796	5124	NACHT, LRR and PYD domains-containing protein 3 E=1e-10	13	1264.777
isogroup=39502	c2111098	172527	172162	NA	2	185.099
isogroup=39503	c1681168	136189	135880	NA	11	1058.021
isogroup=39504	c2408576	24744	24547	NA	11	1032.051
isogroup=39506	c1413499	14511	14789	NA	4	429.74
isogroup=36540	c1466280	406303	406718	NA	2	152.272
isogroup=36250	c1808549	222282	221866	NA	1	101.337
isogroup=36252	c2461275	140136	139929	NA	1	84.186
isogroup=36254	c967499	28164	28573	NA	14	1335.291
isogroup=36257	c2477173	273965	273588	NA	6	576.839
isogroup=36259	c455742	4470	4110	NA	4	389.89
isogroup=36258	c1942449	58458	58041	NA	7	696.088
isogroup=25619	c455742	25435	24734	NA	4	389.89
isogroup=30482	c979137	69405	69662	NA	8	767.006
isogroup=30481	c1736034	64561	65007	Polyadenylate-binding protein (RRM superfamily) ; polyadenylate-binding protein E=2e-45	5	501.372
isogroup=30486	c1853226	138648	139163	NA	3	276.825
isogroup=30485	c1230921	287994	287608	Disintegrin metalloproteinases with thrombospondin repeats ; disintegrin and metalloproteinase domain-containing protein 12 [EC:3.4.24.-] E=5e-15	11	1030.421
isogroup=17378	c2438805	34645	33973	NA	12	1133.26
isogroup=25618	c1811180	401527	400759	NA	11	1077.232
isogroup=9658	c151167	321605	320716	Trypsin ; protease, serine, 23 [EC:3.4.21.-] E=3e-33	13	1258.191
isogroup=9653	c2321558	256300	255584	Ca2+ sensor (EF-Hand superfamily) ; recoverin E=4e-110	3	236.958
isogroup=9656	c1509835	31838	32785	Flavin-containing monooxygenase ; dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8] E=5e-65	1	89.347
isogroup=9654	c495563	80938	82812	Basic region leucine zipper transcription factor ; hepatic leukemia factor E=1e-07	10	924.335
isogroup=31289	c1879802	613965	614379	NA	2	136.79
isogroup=31288	c486289	363784	364068	NA	1	108.767
isogroup=31286	c2321558	443687	443368	NA	3	233.168
isogroup=31283	c1855353	91479	91710	NA	14	1403.709
isogroup=31281	c1149051	203980	203453	NA	8	766.695
isogroup=30158	c2215268	33084	32522	NA	4	347.213
isogroup=30159	c944390	85925	86475	NA	11	1064.119
isogroup=30157	c2321558	634540	635102	NA	3	240.435
isogroup=30150	c1972422	166509	166932	Trypsin ; trypsin [EC:3.4.21.4] E=2e-88	13	1224.243
isogroup=30152	c2171061	56956	56442	NA	3	255.968
isogroup=30153	c49388	209477	210003	Amino acid transporters ; basic amino acid/polyamine antiporter, APA family E=5e-14	3	265.776
isogroup=32631	c1247922	288253	287814	FOG: FHA domain	9	910.133
isogroup=38369	c2321558	108722	108347	Predicted E3 ubiquitin ligase ; tripartite motif-containing protein 2/3 E=2e-48	3	236.958
isogroup=38368	c1145493	4260	3916	NA	6	576.06
isogroup=38367	c1629882	90401	90786	NA	12	1154.1
isogroup=38366	c2338037	814850	815082	NA	14	1423.066
isogroup=38364	c1813332	4190	3904	NA	6	615.465
isogroup=3104	c1789852	255957	255675	Ca2+-modulated nonselective cation channel polycystin ; transient receptor potential cation channel subfamily A member 1 E=6e-06	14	1339.939
isogroup=35505	c1254105	101438	101862	NA	4	381.647
isogroup=35506	c1868152	625845	625426	NA	1	39.428
isogroup=3101	c1953541	111512	112104	NA	7	697.915
isogroup=35502	c1681116	37232	37661	NA	2	150.955
isogroup=35503	c1544322	232543	232970	NA	9	853.365
isogroup=3108	c1251492	66562	67466	prolyl oligopeptidase [EC:3.4.21.26] E=1e-102	1	35.088
isogroup=35509	c1766108	135664	135887	NA	9	876.702
isogroup=6559	c1274056	119219	120555	TNF receptor-associated factor ; TNF receptor-associated factor 2 E=6e-99	13	1324.019
isogroup=6554	c1237576	240137	241483	FOG: RRM domain ; nicotinic acetylcholine receptor, invertebrate E=8e-06	11	1099.137
isogroup=6555	c1901282	57343	55964	Polyadenylation factor I complex, subunit, Yth1 (CPSF subunit)	6	613.444
isogroup=6556	c1530838	17029	17670	Beta, beta-carotene 15,15-dioxygenase and related enzymes ; beta-carotene 15,15-monooxygenase [EC:1.14.99.36] E=4e-162	2	134.127
isogroup=6552	c526698	80411	78609	NA	6	585.988
isogroup=6553	c1681168	359826	358730	glycine hydroxymethyltransferase [EC:2.1.2.1] E=3e-51	11	1058.021
isogroup=7688	c1784202	304531	304298	Ras1 guanine nucleotide exchange factor ; Ras-specific guanine nucleotide-releasing factor 1 E=6e-15	6	609.989
isogroup=7687	c908618	241360	239225	Scaffold/matrix specific factor hnRNP-U/SAF-A, contains SPRY domain ; Kip1 ubiquitination-promoting complex protein 1 [EC:6.3.2.19] E=6e-81	13	1237.396
isogroup=7685	c187788	121319	120640	Gamma-glutamyltransferase ; gamma-glutamyltranspeptidase [EC:2.3.2.2] E=8e-179	13	1235.75
isogroup=7684	c1398802	31910	30585	NA	5	486.798
isogroup=7683	c594145	294272	293764	Cdc4 and related F-box and WD-40 proteins ; F-box and WD-40 domain protein 9 E=9e-41	14	1412.497
isogroup=7682	c594145	58918	58331	Xaa-Pro dipeptidase [EC:3.4.13.9] E=7e-112	1	102.054
isogroup=41879	c1378457	268584	268929	NA	14	1366.966
isogroup=41878	c1031531	55423	55102	NA	8	762.359
isogroup=41877	c2031013	249253	248948	NA	3	297.249
isogroup=41876	c1253424	380412	380184	NA	6	580.714
isogroup=41871	c1321846	1030348	1030687	NA	8	808.373
isogroup=41870	c2149701	40621	40802	NA	14	1414.6
isogroup=6888	c1076932	305520	306883	Wnt family of developmental regulators ; wingless-type MMTV integration site family, member 4 E=2e-64	10	937.741
isogroup=6889	c2031213	38232	38671	Trypsin ; trypsin [EC:3.4.21.4] E=2e-165	12	1157.883
isogroup=6883	c624685	1808	526	Predicted 3-5 exonuclease	12	1163.038
isogroup=22702	c455742	124922	125556	Voltage-gated Ca2+ channels, alpha1 subunits	4	389.89
isogroup=6886	c1597072	84966	84096	NA	6	563.942
isogroup=6887	c1814209	127759	127354	RNA polymerase I transcription factor UAF ; crossover junction endonuclease MUS81 [EC:3.1.22.-] E=1e-172	13	1224.276
isogroup=6885	c1530838	290559	291645	menin E=1e-103	2	134.127
isogroup=22714	c2477173	189093	188299	NA	6	576.839
isogroup=25158	c552731	102769	103083	Purple acid phosphatase	1	23.835
isogroup=25159	c1729357	133672	133046	NA	9	875.07
isogroup=28305	c2149701	20088	20467	NA	14	1414.6
isogroup=28307	c2157203	11187	10566	NA	1	25.734
isogroup=28300	c1895421	206792	206160	NA	2	189.258
isogroup=25154	c2441680	335639	336140	NA	4	385.003
isogroup=34670	c406864	427711	427404	NA	9	873.925
isogroup=39281	c2031013	204472	204120	NA	3	297.249
isogroup=34678	c753180	300218	299781	NA	2	117.822
isogroup=36420	c1509251	12571	12156	NA	5	487.613
isogroup=44883	c2170765	326279	326575	NA	13	1307.785
isogroup=40055	c2149701	8261	8489	NA	14	1414.6
isogroup=40052	c863073	97456	97168	NA	5	494.287
isogroup=40053	c2156202	117359	117120	Collagens (type IV and type XIII), and related proteins	13	1260.123
isogroup=40051	c1703633	150302	150565	NA	7	669.013
isogroup=40058	c1451269	96456	96368	NA	1	57.467
isogroup=44966	c2013605	60275	59968	NA	9	835.913
isogroup=44965	c1353965	1042	735	NA	2	119.169
isogroup=44962	c218424	231645	231334	NA	10	969.132
isogroup=44963	c1960086	226382	226692	NA	4	358.872
isogroup=44961	c2467517	410603	410914	NA	3	250.959
isogroup=44969	c1011140	4664	4967	NA	6	580.674
isogroup=23419	c1233660	51559	50630	Surface glycoprotein ; splicing factor, arginine/serine-rich 17 E=7e-79	5	510.053
isogroup=23418	c917489	289524	289868	NA	3	266.95
isogroup=23410	c1753837	75520	75693	G protein-coupled receptors ; latrophilin 2 E=6e-20	13	1242.166
isogroup=23413	c2045768	192673	193565	NA	7	672.027
isogroup=23412	c733146	24557	24800	Exosomal 3-5 exoribonuclease complex, subunit Rrp43 ; exosome complex component RRP42 E=2e-25	5	494.799
isogroup=23415	c1237576	352449	352703	charged multivesicular body protein 7 E=3e-20	11	1096.747
isogroup=1700.1	c2381614	80372	80806	NA	7	636.245
isogroup=1700.2	c2381614	80806	80372	NA	7	636.245
isogroup=19733	c750952	3504	4618	Molecular chaperone (DnaJ superfamily)	13	1294.57
isogroup=19732	c1209160	319593	320163	Transcription factor TWIST	7	723.455
isogroup=19735	c2111098	346064	346425	FOG: Immunoglobulin C-2 Type/fibronectin type III domains ; protein tyrosine phosphatase, receptor type, D [EC:3.1.3.48] E=6e-17	2	181.019
isogroup=14212	c1463175	23452	22351	NA	5	459.447
isogroup=5969	c1657122	289825	288301	NA	2	175.055
isogroup=5963	c1474709	26409	24947	NA	2	173.359
isogroup=5964	c151167	509975	508843	Secretory carrier membrane protein	13	1258.191
isogroup=5965	c1804020	43489	45926	NA	1	14.151
isogroup=5966	c2080678	39422	39790	Proteins containing armadillo/beta-catenin-like repeat	10	989.619
isogroup=5967	c1265210	40819	39487	NA	12	1194.983
isogroup=6908	c1466280	218183	220447	Signal transduction protein Enabled, contains WH1 domain ; sprouty E=1e-127	2	151.29
isogroup=32148	c1462977	38887	38422	NA	7	643.084
isogroup=32141	c2032291	114524	114330	Ankyrin ; 26S proteasome non-ATPase regulatory subunit 10 E=1e-12	4	325.331
isogroup=32143	c569588	287536	287259	NA	8	795.995
isogroup=44874	c302315	297260	296947	NA	10	1007.462
isogroup=14559	c2013605	187572	187060	UDP-Gal:glucosylceramide beta-1,4-galactosyltransferase	9	837.393
isogroup=44876	c622226	325927	326234	p53-interacting protein 53BP/ASPP, contains ankyrin and SH3 domains ; 26S proteasome non-ATPase regulatory subunit 10 E=2e-08	6	575.594
isogroup=5162	c1571214	159186	158258	Dihydroorotase and related enzymes ; allantoinase [EC:3.5.2.5] E=6e-10	6	611.626
isogroup=34087	c1078092	25959	26280	H+/oligopeptide symporter ; proton-dependent oligopeptide transporter, POT family E=2e-32	6	597.186
isogroup=15371	c1501990	133044	133668	NA	2	151.19
isogroup=34085	c1499894	34827	34370	NA	7	669.482
isogroup=15370	c2021939	97731	96395	NA	13	1253.975
isogroup=18067	c1255891	347283	346832	Uncharacterized conserved protein	2	149.827
isogroup=18064	c908618	104347	104632	charged multivesicular body protein 7 E=8e-30	13	1236.731
isogroup=18065	c1235448	195890	196894	NA	3	235.592
isogroup=18063	c139381	824272	824872	Endoplasmic reticulum glucose-regulated protein (GRP94/endoplasmin), HSP90 family ; heat shock protein 90kDa beta E=2e-104	12	1126.373
isogroup=18068	c1242315	187797	188670	transcription initiation factor TFIID subunit 7 E=7e-10	5	485.35
isogroup=41012	c2338525	145139	145482	Thioredoxin binding protein TBP-2/VDUP1	7	654.483
isogroup=41015	c1454876	43602	43236	NA	6	619.343
isogroup=41017	c1814581	84326	84424	NA	10	924.639
isogroup=41019	c1089630	15186	15278	NA	11	1064.609
isogroup=41018	c2289075	125909	125577	NA	3	241.914
isogroup=45700	c1730470	400218	399913	NA	9	915.231
isogroup=45702	c2396761	86646	86778	Aldehyde dehydrogenase	6	631.375
isogroup=45707	c1038927	61562	61319	FOG: 7 transmembrane receptor ; neuropeptide Y receptor, invertebrate E=3e-39	14	1359.372
isogroup=45706	c1642521	31475	31191	NA	1	43.82
isogroup=45709	c423323	26730	27032	NA	8	744.348
isogroup=25979	c2381614	132466	133211	NA	7	636.245
isogroup=25974	c1681116	40796	41390	NA	2	150.955
isogroup=25976	c139381	236729	236907	Sentrin-specific cysteine protease (Ulp1 family) ; sentrin-specific protease 8 [EC:3.4.22.-] E=3e-121	12	1119.039
isogroup=25970	c1166066	392159	391409	NA	13	1320.43
isogroup=25971	c1571214	256029	255505	NA	6	606.795
isogroup=25972	c1257681	187733	187595	NA	7	708.616
isogroup=20339	c1062904	39748	40275	Protein tyrosine kinase	7	665.263
isogroup=20338	c1732762	52199	51116	NA	13	1272.029
isogroup=20333	c2289075	716724	715906	NA	3	241.914
isogroup=20337	c495563	568861	569018	NA	10	919.45
isogroup=1220	c1237576	87132	86290	Splicing factor 3b, subunit 3 ; DNA damage-binding protein 1 E=2e-79	11	1099.137
isogroup=21550	c2048088	272083	272401	Guanylate kinase ; calcium/calmodulin-dependent serine protein kinase [EC:2.7.11.1] E=4e-27	10	1003.322
isogroup=24700	c1230921	314536	315039	NA	11	1030.421
isogroup=24809	c1048972	151439	151897	Transcription factor PRD and related proteins, contain PAX and HOX domains ; homeobox protein aristaless-related E=2e-28	5	458.223
isogroup=24808	c878247	17886	17768	Dipeptidyl aminopeptidase	10	988.369
isogroup=19898	c2381614	280925	280082	Acyl-CoA:diacylglycerol acyltransferase (DGAT) ; 2-acylglycerol O-acyltransferase 2 [EC:2.3.1.22] E=3e-33	7	637.353
isogroup=19897	c1726491	308893	309458	NA	9	882.461
isogroup=19892	c2375747	6616	5512	L-type voltage-dependent Ca2+ channel, alpha2/delta subunit	12	1209.639
isogroup=19893	c251430	96477	97591	Kinase A-anchor protein Neurobeachin and related BEACH and WD40 repeat proteins	10	948.645
isogroup=40866	c2031013	11602	11929	NA	3	297.249
isogroup=40865	c1067544	231305	231655	NA	14	1424.54
isogroup=40862	c1639439	320915	321204	NA	11	1054.989
isogroup=9517	c1081312	475782	476480	Rab6 GTPase-interacting protein involved in endosome-to-TGN transport	14	1347.638
isogroup=9516	c49388	226688	227635	Cysteine proteinase Cathepsin L ; cathepsin L [EC:3.4.22.15] E=3e-72	3	265.776
isogroup=9511	c1796893	280175	280557	NA	9	823.105
isogroup=9510	c1276390	110157	111193	NA	3	319.529
isogroup=40869	c1509835	22628	22761	NA	1	89.347
isogroup=40868	c1331472	155657	156003	NA	2	172.336
isogroup=20804	c1021649	56262	55995	Polyadenylate-binding protein (RRM superfamily) ; polyadenylate-binding protein E=1e-123	9	857.252
isogroup=20803	c1208935	182642	182939	NA	9	865.724
isogroup=20802	c1399127	11894	12169	Predicted E3 ubiquitin ligase, integral peroxisomal membrane protein ; deltex E=7e-92	6	562.174
isogroup=43633	c1062904	37920	38147	NA	7	665.263
isogroup=43632	c1785485	171464	171751	NA	11	1037.841
isogroup=24362	c63475	352608	353142	NA	1	70.142
isogroup=24363	c1617727	2997	3717	Defense-related protein containing SCP domain ; pathogenesis-related protein 1 E=4e-09	6	555.947
isogroup=24364	c1474709	239744	240599	Transferrin receptor and related proteins containing the protease-associated (PA) domain ; glutamate carboxypeptidase II [EC:3.4.17.21] E=5e-55	2	173.359
isogroup=35264	c2473936	177301	177728	NA	8	795.597
isogroup=35267	c1627629	166412	166144	NA	2	146.564
isogroup=35266	c1331472	47330	47761	NA	2	172.336
isogroup=35261	c1075939	19566	19869	NA	14	1346.227
isogroup=35260	c1959899	29051	28728	arginine vasopressin receptor 2 E=5e-51	10	944.578
isogroup=35262	c993999	205076	204884	NA	10	972.97
isogroup=22401	c1724786	143075	142278	NA	4	342.416
isogroup=22403	c1932090	536749	535747	NA	8	734.105
isogroup=22407	c1398802	120232	120867	NA	5	482.575
isogroup=22409	c1969144	154825	155826	FOG: Zn-finger ; general transcription factor IIIA E=4e-35	5	463.253
isogroup=22408	c1727753	424539	424381	Small nuclear RNA activating complex (SNAPc), subunit SNAP43 ; snRNA-activating protein complex subunit 1 E=4e-92	7	685.074
isogroup=977	c388397	37580	38264	Transcriptional coactivator p100 ; tripartite motif-containing protein 23 E=2e-12	5	490.143
isogroup=974	c2326104	187277	189020	Ubiquitin protein ligase RSP5/NEDD4 ; E3 ubiquitin-protein ligase HECW2 [EC:6.3.2.19] E=7e-126	1	51.87
isogroup=973	c2098330	46702	48901	dsRNA-specific nuclease Dicer and related ribonucleases ; endoribonuclease Dicer [EC:3.1.26.-] E=4e-43	12	1182.151
isogroup=972	c952144	77096	74810	Sulfatases ; extracellular sulfatase Sulf [EC:3.1.6.-] E=2e-168	9	866.793
isogroup=970	c1805533	251860	249517	Neural adherens junction protein Plakophilin and related Armadillo repeat proteins	4	353.832
isogroup=979	c1030207	161906	160649	Cholesterol transport protein (Niemann-Pick C disease protein) ; Niemann-Pick C1 protein E=2e-53	9	895.188
isogroup=8929.1	c2028425	422292	421999	NA	2	136.261
isogroup=18854	c151167	115992	117120	NA	13	1256.923
isogroup=18853	c1499894	27730	28859	Molecular chaperone (DnaJ superfamily)	7	669.482
isogroup=18851	c1413499	214128	213942	NA	11	1077.607
isogroup=18850	c511982	10474	9624	Borealin E=2e-10	8	756.837
isogroup=12839	c1221709	69828	70625	Predicted hydrolases or acyltransferases (alpha/beta hydrolase superfamily) ; microsomal epoxide hydrolase [EC:3.3.2.9] E=5e-174	9	867.489
isogroup=12838	c2216777	18745	17979	C-type lectin ; mannose receptor, C type E=2e-60	9	885.997
isogroup=18858	c2381614	212364	213387	DNA polymerase theta/eta, DEAD-box superfamily ; DNA polymerase theta subunit [EC:2.7.7.7] E=1e-32	7	636.245
isogroup=23758	c2446161	10507	10783	Chromatin-associated protein Dek and related proteins, contains SAP DNA binding domain	7	669.947
isogroup=23759	c671891	233615	234497	NA	3	308.788
isogroup=23757	c206289	92271	92528	GTP-binding protein-like, RAS superfamily ; Ras-related protein Rab-32 E=1e-130	9	830.635
isogroup=23753	c2258321	52281	52575	Uncharacterized membrane protein NPD008/CGI-148	5	528.68
isogroup=23750	c986684	311032	310609	Multidrug resistance-associated protein/mitoxantrone resistance protein, ABC superfamily ; ATP-binding cassette, subfamily C (CFTR/MRP), member 1 E=4e-105	10	928.247
isogroup=33684	c2461275	163097	163520	NA	1	84.186
isogroup=37055	c2258321	117483	117380	indoleamine 2,3-dioxygenase [EC:1.13.11.52] E=3e-82	5	528.68
isogroup=14290	c1681168	173138	172846	NA	11	1058.021
isogroup=14295	c1276390	133534	133747	G-protein beta subunit-like protein GNB1L, contains WD repeats ; F-box and WD-40 domain protein 7 E=7e-06	3	319.529
isogroup=14294	c2097345	161507	161990	Kinetochore component	13	1306.547
isogroup=14296	c1233660	178287	179253	Uridylate kinase/adenylate kinase	5	510.053
isogroup=14299	c2478742	153558	152485	Na+:iodide/myo-inositol/multivitamin symporters ; solute carrier family 5 (sodium-dependent multivitamin transporter), member 6 E=7e-23	5	474.94
isogroup=19077	c1359783	216771	217915	Notch E=9e-11	11	1047.425
isogroup=19072	c569588	251678	252195	Collagens (type IV and type XIII), and related proteins ; folate receptor E=4e-22	8	795.995
